Innings_Player,Innings_Runs_Scored,Innings_Runs_Scored_Num,Innings_Minutes_Batted,Innings_Batted_Flag,Innings_Not_Out_Flag,Innings_Balls_Faced,Innings_Boundary_Fours,Innings_Boundary_Sixes,Innings_Batting_Strike_Rate,Innings_Number,Opposition,Ground,Match_Date,Country,50's,100's,Innings_Runs_Scored_Buckets,Result,Margin,Match,Home/Away,Match_Month,Match_Year,Match_Period,Matches,Pred_Result
CAK Walton,0,0,0,1.0,0.0,9,0,0,0.00,1,v Pakistan,Karachi,2018/04/03,West Indies,0.0,0.0,0-49,Lost,8 wickets,Pakistan v West Indies,Away,Apr,2018,Apr 2018,1,Lost
R Powell,50,50,0,1.0,0.0,34,5,1,147.05,2,v Bangladesh,Dhaka,2018/12/20,West Indies,1.0,0.0,50-99,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
SD Hope,36,36,0,1.0,0.0,19,6,0,189.47,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
KMA Paul,29,29,0,1.0,0.0,16,1,2,181.25,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SO Hetmyer,19,19,0,1.0,0.0,17,1,1,111.76,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
N Pooran,14,14,0,1.0,0.0,6,2,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
CR Brathwaite,7,7,0,1.0,0.0,3,0,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SS Cottrell,3*,3,0,1.0,1.0,7,0,0,42.85,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
DM Bravo,2,2,0,1.0,0.0,3,0,0,66.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
E Lewis,1,1,0,1.0,0.0,6,0,0,16.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
FA Allen,0,0,0,1.0,0.0,3,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
O Thomas,0,0,0,1.0,0.0,2,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
R Powell,50,50,0,1.0,0.0,34,5,1,147.05,2,v Bangladesh,Dhaka,2018/12/20,West Indies,1.0,0.0,50-99,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
SD Hope,36,36,0,1.0,0.0,19,6,0,189.47,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
KMA Paul,29,29,0,1.0,0.0,16,1,2,181.25,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SO Hetmyer,19,19,0,1.0,0.0,17,1,1,111.76,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
N Pooran,14,14,0,1.0,0.0,6,2,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
CR Brathwaite,7,7,0,1.0,0.0,3,0,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SS Cottrell,3*,3,0,1.0,1.0,7,0,0,42.85,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
DM Bravo,2,2,0,1.0,0.0,3,0,0,66.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
E Lewis,1,1,0,1.0,0.0,6,0,0,16.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
FA Allen,0,0,0,1.0,0.0,3,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
O Thomas,0,0,0,1.0,0.0,2,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
R Powell,50,50,0,1.0,0.0,34,5,1,147.05,2,v Bangladesh,Dhaka,2018/12/20,West Indies,1.0,0.0,50-99,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
SD Hope,36,36,0,1.0,0.0,19,6,0,189.47,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
KMA Paul,29,29,0,1.0,0.0,16,1,2,181.25,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SO Hetmyer,19,19,0,1.0,0.0,17,1,1,111.76,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
N Pooran,14,14,0,1.0,0.0,6,2,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Won
CR Brathwaite,7,7,0,1.0,0.0,3,0,1,233.33,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
SS Cottrell,3*,3,0,1.0,1.0,7,0,0,42.85,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
DM Bravo,2,2,0,1.0,0.0,3,0,0,66.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
E Lewis,1,1,0,1.0,0.0,6,0,0,16.66,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
FA Allen,0,0,0,1.0,0.0,3,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
O Thomas,0,0,0,1.0,0.0,2,0,0,0.00,2,v Bangladesh,Dhaka,2018/12/20,West Indies,0.0,0.0,0-49,Lost,36 runs,Bangladesh v West Indies,Away,Dec,2018,Dec 2018,1,Lost
AD Russell,47,47,0,1.0,0.0,21,1,6,223.80,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,23,23,0,1.0,0.0,20,2,0,115.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
D Ramdin,21,21,0,1.0,0.0,18,1,1,116.66,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CAK Walton,19,19,0,1.0,0.0,19,3,0,100.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,6,6,0,1.0,0.0,7,0,0,85.71,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,5,5,0,1.0,0.0,10,0,0,50.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
MN Samuels,2,2,0,1.0,0.0,7,0,0,28.57,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AR Nurse,0*,0,0,1.0,1.0,1,0,0,0.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AD Russell,47,47,0,1.0,0.0,21,1,6,223.80,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,23,23,0,1.0,0.0,20,2,0,115.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
D Ramdin,21,21,0,1.0,0.0,18,1,1,116.66,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CAK Walton,19,19,0,1.0,0.0,19,3,0,100.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,6,6,0,1.0,0.0,7,0,0,85.71,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,5,5,0,1.0,0.0,10,0,0,50.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
MN Samuels,2,2,0,1.0,0.0,7,0,0,28.57,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AR Nurse,0*,0,0,1.0,1.0,1,0,0,0.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AD Russell,47,47,0,1.0,0.0,21,1,6,223.80,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,23,23,0,1.0,0.0,20,2,0,115.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
D Ramdin,21,21,0,1.0,0.0,18,1,1,116.66,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CAK Walton,19,19,0,1.0,0.0,19,3,0,100.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,6,6,0,1.0,0.0,7,0,0,85.71,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,5,5,0,1.0,0.0,10,0,0,50.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
MN Samuels,2,2,0,1.0,0.0,7,0,0,28.57,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AR Nurse,0*,0,0,1.0,1.0,1,0,0,0.00,2,v Bangladesh,Lauderhill,2018/08/05,West Indies,0.0,0.0,0-49,Lost,19 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,46,46,36,1.0,0.0,32,4,3,143.75,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
R Powell,16,16,16,1.0,0.0,8,4,0,200.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CR Brathwaite,15,15,21,1.0,0.0,14,1,1,107.14,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
AR Nurse,14*,14,36,1.0,1.0,25,1,0,56.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
JE Taylor,13,13,6,1.0,0.0,4,0,2,325.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SO Hetmyer,7,7,4,1.0,0.0,3,0,1,233.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
RR Emrit,5,5,8,1.0,0.0,6,0,0,83.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
S Badree,2,2,10,1.0,0.0,6,0,0,33.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CAK Walton,0,0,1,1.0,0.0,1,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CH Gayle,0,0,4,1.0,0.0,2,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SD Hope,absent,0,0,0.0,0.0,0,0,0,0,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
ADS Fletcher,46,46,36,1.0,0.0,32,4,3,143.75,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
R Powell,16,16,16,1.0,0.0,8,4,0,200.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CR Brathwaite,15,15,21,1.0,0.0,14,1,1,107.14,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
AR Nurse,14*,14,36,1.0,1.0,25,1,0,56.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
JE Taylor,13,13,6,1.0,0.0,4,0,2,325.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SO Hetmyer,7,7,4,1.0,0.0,3,0,1,233.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
RR Emrit,5,5,8,1.0,0.0,6,0,0,83.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
S Badree,2,2,10,1.0,0.0,6,0,0,33.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CAK Walton,0,0,1,1.0,0.0,1,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CH Gayle,0,0,4,1.0,0.0,2,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SD Hope,absent,0,0,0.0,0.0,0,0,0,0,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
ADS Fletcher,46,46,36,1.0,0.0,32,4,3,143.75,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
R Powell,16,16,16,1.0,0.0,8,4,0,200.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CR Brathwaite,15,15,21,1.0,0.0,14,1,1,107.14,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
AR Nurse,14*,14,36,1.0,1.0,25,1,0,56.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
JE Taylor,13,13,6,1.0,0.0,4,0,2,325.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SO Hetmyer,7,7,4,1.0,0.0,3,0,1,233.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
RR Emrit,5,5,8,1.0,0.0,6,0,0,83.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
S Badree,2,2,10,1.0,0.0,6,0,0,33.33,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CAK Walton,0,0,1,1.0,0.0,1,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
CH Gayle,0,0,4,1.0,0.0,2,0,0,0.00,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0-49,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
SD Hope,absent,0,0,0.0,0.0,0,0,0,0,2,v New Zealand,Mount Maunganui,2018/01/03,West Indies,0.0,0.0,0,Lost,119 runs,New Zealand v West Indies,Away,Jan,2018,Jan 2018,1,Lost
ADS Fletcher,43,43,0,1.0,0.0,38,3,2,113.15,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,43,43,0,1.0,0.0,34,3,2,126.47,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AD Russell,17,17,0,1.0,0.0,10,1,2,170.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
AR Nurse,16,16,0,1.0,0.0,8,1,1,200.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,11,11,0,1.0,0.0,7,1,1,157.14,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
MN Samuels,10,10,0,1.0,0.0,3,1,1,333.33,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
D Ramdin,5,5,0,1.0,0.0,11,0,0,45.45,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
KMA Paul,2,2,0,1.0,0.0,5,0,0,40.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
S Badree,1*,1,0,1.0,1.0,1,0,0,100.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
E Lewis,1,1,0,1.0,0.0,3,0,0,33.33,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
KOK Williams,0*,0,0,1.0,1.0,0,0,0,0,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,43,43,0,1.0,0.0,38,3,2,113.15,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,43,43,0,1.0,0.0,34,3,2,126.47,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AD Russell,17,17,0,1.0,0.0,10,1,2,170.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
AR Nurse,16,16,0,1.0,0.0,8,1,1,200.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,11,11,0,1.0,0.0,7,1,1,157.14,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
MN Samuels,10,10,0,1.0,0.0,3,1,1,333.33,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
D Ramdin,5,5,0,1.0,0.0,11,0,0,45.45,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
KMA Paul,2,2,0,1.0,0.0,5,0,0,40.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
S Badree,1*,1,0,1.0,1.0,1,0,0,100.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
E Lewis,1,1,0,1.0,0.0,3,0,0,33.33,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
KOK Williams,0*,0,0,1.0,1.0,0,0,0,0,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
ADS Fletcher,43,43,0,1.0,0.0,38,3,2,113.15,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
R Powell,43,43,0,1.0,0.0,34,3,2,126.47,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
AD Russell,17,17,0,1.0,0.0,10,1,2,170.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
AR Nurse,16,16,0,1.0,0.0,8,1,1,200.00,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
CR Brathwaite,11,11,0,1.0,0.0,7,1,1,157.14,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Won
MN Samuels,10,10,0,1.0,0.0,3,1,1,333.33,2,v Bangladesh,Lauderhill,2018/08/04,West Indies,0.0,0.0,0-49,Lost,12 runs,Bangladesh v West Indies,Away,Aug,2018,Aug 2018,1,Lost
