Innings_Player,Innings_Runs_Scored,Innings_Runs_Scored_Num,Innings_Minutes_Batted,Innings_Batted_Flag,Innings_Not_Out_Flag,Innings_Balls_Faced,Innings_Boundary_Fours,Innings_Boundary_Sixes,Innings_Batting_Strike_Rate,Innings_Number,Opposition,Ground,Match_Date,Country,50's,100's,Innings_Runs_Scored_Buckets,Result,Margin,Match,Home/Away,Match_Month,Match_Year,Match_Period,Matches,Pred_Result
SO Hetmyer,10,10,0,1.0,0.0,11,1,0,90.90,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
CR Brathwaite,10,10,0,1.0,0.0,4,0,1,250.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
D Bishoo,8,8,0,1.0,0.0,20,1,0,40.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
SD Hope,7,7,0,1.0,0.0,12,1,0,58.33,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
CH Gayle,5,5,0,1.0,0.0,4,1,0,125.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
SS Cottrell,2,2,0,1.0,0.0,4,0,0,50.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
OC McCoy,1*,1,0,1.0,1.0,4,0,0,25.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
N Pooran,1,1,0,1.0,0.0,4,0,0,25.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
FA Allen,1,1,0,1.0,0.0,3,0,0,33.33,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
DM Bravo,0,0,0,1.0,0.0,4,0,0,0.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
JO Holder,0,0,0,1.0,0.0,1,0,0,0.00,2,v England,Basseterre,2019/03/08,West Indies,0.0,0.0,0-49,Lost,137 runs,West Indies v England,Home,Mar,2019,Mar 2019,1,Lost
TL Seifert,84,84,54,1.0,0.0,43,7,6,195.34,1,v India,Wellington,2019/02/06,New Zealand,1.0,0.0,50-99,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C Munro,34,34,37,1.0,0.0,20,2,2,170.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,34,34,33,1.0,0.0,22,0,3,154.54,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
LRPL Taylor,23,23,18,1.0,0.0,14,0,2,164.28,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,20*,20,9,1.0,1.0,7,3,1,285.71,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
DJ Mitchell,8,8,14,1.0,0.0,6,1,0,133.33,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7*,7,12,1.0,1.0,4,1,0,175.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C de Grandhomme,3,3,13,1.0,0.0,4,0,0,75.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TL Seifert,84,84,54,1.0,0.0,43,7,6,195.34,1,v India,Wellington,2019/02/06,New Zealand,1.0,0.0,50-99,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C Munro,34,34,37,1.0,0.0,20,2,2,170.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,34,34,33,1.0,0.0,22,0,3,154.54,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
LRPL Taylor,23,23,18,1.0,0.0,14,0,2,164.28,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,20*,20,9,1.0,1.0,7,3,1,285.71,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
DJ Mitchell,8,8,14,1.0,0.0,6,1,0,133.33,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7*,7,12,1.0,1.0,4,1,0,175.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C de Grandhomme,3,3,13,1.0,0.0,4,0,0,75.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TL Seifert,84,84,54,1.0,0.0,43,7,6,195.34,1,v India,Wellington,2019/02/06,New Zealand,1.0,0.0,50-99,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C Munro,34,34,37,1.0,0.0,20,2,2,170.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,34,34,33,1.0,0.0,22,0,3,154.54,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
LRPL Taylor,23,23,18,1.0,0.0,14,0,2,164.28,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,20*,20,9,1.0,1.0,7,3,1,285.71,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
DJ Mitchell,8,8,14,1.0,0.0,6,1,0,133.33,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7*,7,12,1.0,1.0,4,1,0,175.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C de Grandhomme,3,3,13,1.0,0.0,4,0,0,75.00,1,v India,Wellington,2019/02/06,New Zealand,0.0,0.0,0-49,Won,80 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C Munro,72,72,60,1.0,0.0,40,5,5,180.00,1,v India,Hamilton,2019/02/10,New Zealand,1.0,0.0,50-99,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
TL Seifert,43,43,38,1.0,0.0,25,3,3,172.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C de Grandhomme,30,30,26,1.0,0.0,16,3,1,187.50,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,27,27,28,1.0,0.0,21,3,0,128.57,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
DJ Mitchell,19*,19,28,1.0,1.0,11,3,0,172.72,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,14*,14,9,1.0,1.0,7,1,1,200.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C Munro,72,72,60,1.0,0.0,40,5,5,180.00,1,v India,Hamilton,2019/02/10,New Zealand,1.0,0.0,50-99,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
TL Seifert,43,43,38,1.0,0.0,25,3,3,172.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C de Grandhomme,30,30,26,1.0,0.0,16,3,1,187.50,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,27,27,28,1.0,0.0,21,3,0,128.57,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
DJ Mitchell,19*,19,28,1.0,1.0,11,3,0,172.72,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,14*,14,9,1.0,1.0,7,1,1,200.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C Munro,72,72,60,1.0,0.0,40,5,5,180.00,1,v India,Hamilton,2019/02/10,New Zealand,1.0,0.0,50-99,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
TL Seifert,43,43,38,1.0,0.0,25,3,3,172.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C de Grandhomme,30,30,26,1.0,0.0,16,3,1,187.50,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,27,27,28,1.0,0.0,21,3,0,128.57,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
DJ Mitchell,19*,19,28,1.0,1.0,11,3,0,172.72,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,14*,14,9,1.0,1.0,7,1,1,200.00,1,v India,Hamilton,2019/02/10,New Zealand,0.0,0.0,0-49,Won,4 runs,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
C de Grandhomme,59,59,0,1.0,0.0,46,2,3,128.26,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TC Bruce,53,53,0,1.0,0.0,46,3,0,115.21,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TL Seifert,15,15,0,1.0,0.0,9,3,0,166.66,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
C Munro,13,13,0,1.0,0.0,7,3,0,185.71,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
MJ Santner,10*,10,0,1.0,1.0,2,1,1,500.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
SC Kuggeleijn,8,8,0,1.0,0.0,5,0,1,160.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
DJ Mitchell,1,1,0,1.0,0.0,3,0,0,33.33,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
TG Southee,0*,0,0,1.0,1.0,0,0,0,0,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
C de Grandhomme,59,59,0,1.0,0.0,46,2,3,128.26,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TC Bruce,53,53,0,1.0,0.0,46,3,0,115.21,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TL Seifert,15,15,0,1.0,0.0,9,3,0,166.66,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
C Munro,13,13,0,1.0,0.0,7,3,0,185.71,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
MJ Santner,10*,10,0,1.0,1.0,2,1,1,500.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
SC Kuggeleijn,8,8,0,1.0,0.0,5,0,1,160.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
DJ Mitchell,1,1,0,1.0,0.0,3,0,0,33.33,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
TG Southee,0*,0,0,1.0,1.0,0,0,0,0,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
C de Grandhomme,59,59,0,1.0,0.0,46,2,3,128.26,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TC Bruce,53,53,0,1.0,0.0,46,3,0,115.21,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,1.0,0.0,50-99,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
TL Seifert,15,15,0,1.0,0.0,9,3,0,166.66,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
C Munro,13,13,0,1.0,0.0,7,3,0,185.71,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
MJ Santner,10*,10,0,1.0,1.0,2,1,1,500.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
SC Kuggeleijn,8,8,0,1.0,0.0,5,0,1,160.00,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Won
DJ Mitchell,1,1,0,1.0,0.0,3,0,0,33.33,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
TG Southee,0*,0,0,1.0,1.0,0,0,0,0,2,v Sri Lanka,Pallekele,2019/09/03,New Zealand,0.0,0.0,0-49,Won,4 wickets,Sri Lanka v New Zealand,Away,Sep,2019,Sep 2019,1,Lost
C de Grandhomme,55,55,47,1.0,0.0,35,5,3,157.14,1,v England,Nelson,2019/11/05,New Zealand,1.0,0.0,50-99,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Guptill,33,33,17,1.0,0.0,17,7,0,194.11,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
LRPL Taylor,27,27,48,1.0,0.0,24,2,1,112.50,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
JDS Neesham,20,20,22,1.0,0.0,15,2,1,133.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Santner,15,15,11,1.0,0.0,9,2,0,166.66,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TL Seifert,7,7,19,1.0,0.0,12,1,0,58.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C Munro,6,6,21,1.0,0.0,8,0,0,75.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TG Southee,1*,1,5,1.0,1.0,2,0,0,50.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C de Grandhomme,55,55,47,1.0,0.0,35,5,3,157.14,1,v England,Nelson,2019/11/05,New Zealand,1.0,0.0,50-99,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Guptill,33,33,17,1.0,0.0,17,7,0,194.11,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
LRPL Taylor,27,27,48,1.0,0.0,24,2,1,112.50,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
JDS Neesham,20,20,22,1.0,0.0,15,2,1,133.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Santner,15,15,11,1.0,0.0,9,2,0,166.66,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TL Seifert,7,7,19,1.0,0.0,12,1,0,58.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C Munro,6,6,21,1.0,0.0,8,0,0,75.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TG Southee,1*,1,5,1.0,1.0,2,0,0,50.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C de Grandhomme,55,55,47,1.0,0.0,35,5,3,157.14,1,v England,Nelson,2019/11/05,New Zealand,1.0,0.0,50-99,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Guptill,33,33,17,1.0,0.0,17,7,0,194.11,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
LRPL Taylor,27,27,48,1.0,0.0,24,2,1,112.50,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
JDS Neesham,20,20,22,1.0,0.0,15,2,1,133.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
MJ Santner,15,15,11,1.0,0.0,9,2,0,166.66,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TL Seifert,7,7,19,1.0,0.0,12,1,0,58.33,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C Munro,6,6,21,1.0,0.0,8,0,0,75.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
TG Southee,1*,1,5,1.0,1.0,2,0,0,50.00,1,v England,Nelson,2019/11/05,New Zealand,0.0,0.0,0-49,Won,14 runs,New Zealand v England,Home,Nov,2019,Nov 2019,1,Won
C de Grandhomme,50,50,33,1.0,0.0,28,1,4,178.57,1,v India,Auckland,2019/02/08,New Zealand,1.0,0.0,50-99,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,42,42,59,1.0,0.0,36,3,0,116.66,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,20,20,27,1.0,0.0,17,3,0,117.64,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TL Seifert,12,12,12,1.0,0.0,12,1,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C Munro,12,12,26,1.0,0.0,12,0,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7,7,20,1.0,0.0,8,0,0,87.50,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TG Southee,3,3,2,1.0,0.0,3,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,2*,2,5,1.0,1.0,2,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
DJ Mitchell,1,1,4,1.0,0.0,2,0,0,50.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C de Grandhomme,50,50,33,1.0,0.0,28,1,4,178.57,1,v India,Auckland,2019/02/08,New Zealand,1.0,0.0,50-99,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,42,42,59,1.0,0.0,36,3,0,116.66,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,20,20,27,1.0,0.0,17,3,0,117.64,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TL Seifert,12,12,12,1.0,0.0,12,1,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C Munro,12,12,26,1.0,0.0,12,0,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7,7,20,1.0,0.0,8,0,0,87.50,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TG Southee,3,3,2,1.0,0.0,3,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,2*,2,5,1.0,1.0,2,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
DJ Mitchell,1,1,4,1.0,0.0,2,0,0,50.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C de Grandhomme,50,50,33,1.0,0.0,28,1,4,178.57,1,v India,Auckland,2019/02/08,New Zealand,1.0,0.0,50-99,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Won
LRPL Taylor,42,42,59,1.0,0.0,36,3,0,116.66,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
KS Williamson,20,20,27,1.0,0.0,17,3,0,117.64,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TL Seifert,12,12,12,1.0,0.0,12,1,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
C Munro,12,12,26,1.0,0.0,12,0,1,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
MJ Santner,7,7,20,1.0,0.0,8,0,0,87.50,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
TG Southee,3,3,2,1.0,0.0,3,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
SC Kuggeleijn,2*,2,5,1.0,1.0,2,0,0,100.00,1,v India,Auckland,2019/02/08,New Zealand,0.0,0.0,0-49,Lost,7 wickets,New Zealand v India,Home,Feb,2019,Feb 2019,1,Lost
